Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
12,12,得福(E295),楊明綸,蘇保羅,117,1085,9,11,10 11 12 ,1:12.51,114,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,219
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,5,你知我勝(D451),蔡明紹,姚本輝,122,1151,9,-,1 1 1 ,0:57.14,2.7,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
2,1,十二馬(D280),何澤堯,蘇偉賢,130,1171,1,頭位,6 4 2 ,0:57.17,5.8,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
3,8,公証福將(A148),賀銘年,鄭俊偉,119,1177,10,2-1/2,8 7 3 ,0:57.52,67,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
4,9,胡椒軍曹(E432),潘頓,徐雨石,120,1126,2,2-1/2,3 3 4 ,0:57.53,3,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
5,3,閃電精靈(D071),黃皓楠,告東尼,125,1239,7,3,2 2 5 ,0:57.62,53,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
6,2,宜春輝煌(D385),周俊樂,韋達,127,1089,3,3-1/2,5 5 6 ,0:57.70,10,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
7,4,波爾多(E273),莫雷拉,蔡約翰,127,1082,4,4,9 9 7 ,0:57.78,16,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
8,7,必跑得(E464),馬雅,大衛希斯,120,1145,11,5-1/2,7 8 8 ,0:58.02,34,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
9,11,三生好運(C359),潘明輝,羅富全,116,1110,6,11-1/4,4 6 9 ,0:58.93,11,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
WV-A,6,時時好綵(E135),陳嘉熙,方嘉柏,114,---,---,---,---,---,---,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
PU,10,電訊超班(E140),楊明綸,徐雨石,118,1074,5,---,10 ,---,29,第三班,HV,1000米,好地,"草地 - ""A"" 賽道",2021,12,1,220
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,10,四條煙(D365),潘頓,大衛希斯,120,1017,3,-,4 4 1 ,1:10.90,4.8,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
2,4,星洲駿馬(G047),何澤堯,告東尼,125,1112,5,頸位,3 3 2 ,1:10.95,5.4,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
3,1,上校(D090),周俊樂,姚本輝,130,1161,11,1/2,2 2 3 ,1:10.99,9.5,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
4,8,大家開心(E029),蔡明紹,文家良,121,1104,2,2-3/4,5 6 4 ,1:11.33,3,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
5,12,日日靚(D070),楊明綸,方嘉柏,115,1161,6,2-3/4,10 10 5 ,1:11.34,29,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
6,2,中華威威(D075),馬雅,徐雨石,131,1232,10,3-1/2,1 1 6 ,1:11.48,24,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
7,6,幸運旅程(E385),潘明輝,羅富全,121,1166,12,4,12 11 7 ,1:11.54,5.7,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
8,7,銀亮威龍(E283),梁家俊,葉楚航,123,1072,1,4-1/4,6 8 8 ,1:11.57,38,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
9,5,一樣滿意(G023),波健士,呂健威,125,1100,7,5-1/2,11 12 9 ,1:11.79,119,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
10,9,心連心(E200),希威森,蘇保羅,121,1014,9,6,9 7 10 ,1:11.88,174,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
11,3,時時奪綵(G017),莫雷拉,蔡約翰,125,1223,8,6-1/2,7 5 11 ,1:11.92,10,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
12,11,正大光輝(D336),黃俊,容天鵬,111,1125,4,10,8 9 12 ,1:12.51,140,第四班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,221
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,3,天池怪俠(B350),莫雷拉,蘇偉賢,132,1158,2,-,7 7 6 5 1 ,1:49.67,3.7,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
2,6,皇寶(D416),薛恩,羅富全,128,1226,5,頸位,1 1 1 1 2 ,1:49.71,6.8,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
3,9,大道至正(C197),楊明綸,鄭俊偉,123,1158,1,1-1/4,5 4 3 3 3 ,1:49.85,33,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
4,8,全民佳知(C288),班德禮,姚本輝,124,1113,9,1-1/4,2 2 2 2 4 ,1:49.85,11,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
5,5,健康在望(C172),潘明輝,苗禮德,126,1026,8,1-3/4,12 11 11 11 5 ,1:49.93,18,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
6,7,動力飛鷹(B072),周俊樂,沈集成,122,1230,7,3,10 8 8 7 6 ,1:50.15,31,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
7,11,勁駒(D138),賀銘年,賀賢,119,1093,4,3-1/2,9 10 10 12 7 ,1:50.21,8.1,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
8,1,鑲白旗(B336),希威森,霍利時,133,1045,3,4-1/2,8 9 9 8 8 ,1:50.39,20,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
9,2,凌駕(C386),潘頓,蔡約翰,132,1105,10,5,4 3 4 4 9 ,1:50.45,6.2,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
10,10,快步速(C427),何澤堯,方嘉柏,122,1228,12,5,6 6 7 10 10 ,1:50.48,13,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
11,12,美麗精神(B409),蔡明紹,告東尼,118,1293,6,6-1/2,3 5 5 6 11 ,1:50.71,12,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
12,4,超級綠洲(D085),馬雅,呂健威,131,1164,11,10-3/4,11 12 12 9 12 ,1:51.37,9.7,第三班,HV,1800米,好地,"草地 - ""A"" 賽道",2021,12,1,222
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,3,齊齊友福(D505),賀銘年,鄭俊偉,130,1136,3,-,7 7 1 ,1:10.12,4,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
2,7,維港奔流(D042),潘明輝,羅富全,124,1134,8,頸位,8 10 2 ,1:10.16,10,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
3,1,閃耀榮光(B372),潘頓,容天鵬,133,1225,1,1,4 3 3 ,1:10.30,4.6,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
4,5,讓愛高飛(E413),蔡明紹,告東尼,128,1017,10,1-1/4,10 11 4 ,1:10.31,6.6,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
5,8,好好彩彩(B188),梁家俊,蘇偉賢,123,1269,5,1-1/2,6 6 5 ,1:10.35,45,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
6,10,駿爵士(C406),楊明綸,方嘉柏,119,1254,7,2-1/2,9 8 6 ,1:10.52,92,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
7,9,人和家盛(C531),馬雅,沈集成,123,1046,12,2-1/2,11 9 7 ,1:10.53,50,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
8,2,會長之星(C205),周俊樂,韋達,130,1166,2,3-3/4,5 4 8 ,1:10.72,13,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
9,11,飛凡(E271),莫雷拉,蔡約翰,119,1089,6,3-3/4,3 1 9 ,1:10.73,9.2,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
10,12,騰龍超影(T372),黃俊,蘇保羅,112,1149,9,4,12 12 10 ,1:10.77,128,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
11,4,心之行(E380),何澤堯,呂健威,128,1107,4,6,2 2 11 ,1:11.07,4,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
12,6,合衷共濟(B250),陳嘉熙,賀賢,119,1099,11,14-1/4,1 5 12 ,1:12.39,49,第三班,HV,1200米,好地,"草地 - ""A"" 賽道",2021,12,1,223
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,謎語(D491),莫雷拉,徐雨石,126,1018,10,-,3 3 5 1 ,1:40.60,4.3,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
2,4,快利寶(A320),巴度,高伯新,132,1094,5,2-1/4,8 8 6 2 ,1:40.97,5.1,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
3,12,又享耆成(E069),楊明綸,容天鵬,118,1041,7,2-1/2,7 6 4 3 ,1:40.98,10,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
4,7,彪形遨漢(E037),潘頓,蘇偉賢,131,1190,3,3-3/4,9 10 9 4 ,1:41.22,4.7,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
5,11,堅有料(C011),麥道朗,方嘉柏,123,1276,12,5-1/4,12 9 8 5 ,1:41.43,10,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
6,6,樂天派(E166),薛恩,大衛希斯,132,1099,11,5-3/4,2 2 1 6 ,1:41.50,6.4,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
7,9,波哥哥(E239),希威森,苗禮德,126,1138,1,5-3/4,4 5 7 7 ,1:41.51,52,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
8,5,川河進駒(E215),梁家俊,蘇保羅,132,1040,2,5-3/4,6 7 11 8 ,1:41.53,29,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
9,3,好友無敵(A217),黎海榮,文家良,132,1095,8,7,10 11 12 9 ,1:41.72,24,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
10,2,開心大師(B222),霍宏聲,霍利時,133,1121,9,8-3/4,11 12 10 10 ,1:42.01,14,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
11,10,插班生(E032),巫顯東,何良,124,1200,4,10-3/4,1 1 2 11 ,1:42.32,95,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
12,1,金期莊家(D342),連達文,鄭俊偉,133,1050,6,11,5 4 3 12 ,1:42.35,19,第五班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,234
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,3,成才(B085),薛恩,大衛希斯,132,1164,3,-,1 1 1 1 ,1:39.78,4,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
2,2,二雋(D415),潘頓,蔡約翰,133,1029,11,3/4,12 12 12 2 ,1:39.92,3.3,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
3,8,海島材子(D219),巴米高,姚本輝,123,1069,5,1-3/4,7 6 3 3 ,1:40.07,8.7,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
4,4,機緣巧俠(C358),莫雷拉,文家良,132,1094,9,3-1/2,8 8 7 4 ,1:40.33,7.6,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
5,1,紫菜福星(C440),何澤堯,呂健威,133,1166,10,4-1/4,10 10 9 5 ,1:40.46,14,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
6,9,天德(E128),希威森,霍利時,120,1147,8,5,11 11 11 6 ,1:40.58,92,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
7,12,安逸寧靜(D189),巴度,蘇偉賢,115,1035,2,5-1/4,4 5 5 7 ,1:40.63,10,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
8,7,皆大開心(D364),蔡明紹,容天鵬,125,1196,7,5-3/4,9 9 8 8 ,1:40.71,5.2,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
9,6,大地歡笑(E353),馬雅,沈集成,130,1120,12,7-1/4,5 3 2 9 ,1:40.93,43,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
10,11,幸運勇駒(E292),梁家俊,蘇保羅,116,1107,1,10-1/4,3 4 4 10 ,1:41.41,75,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
11,10,雲彩飛揚(E122),黃皓楠,葉楚航,117,1005,4,11-1/4,6 7 10 11 ,1:41.59,129,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
12,5,安寶(E407),麥道朗,方嘉柏,131,1075,6,14-1/2,2 2 6 12 ,1:42.11,63,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,235
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,1,當家信心(E153),莫雷拉,蔡約翰,133,1132,10,-,12 12 1 ,1:10.06,8.7,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
2,11,坪山新星(C242),蔡明紹,鄭俊偉,119,1024,4,1-1/2,11 10 2 ,1:10.30,14,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
3,3,合金皇(D287),賀銘年,丁冠豪,129,1109,9,2-1/4,1 1 3 ,1:10.41,10,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
4,2,神朗金剛(D177),潘頓,葉楚航,131,1079,3,2-1/2,6 4 4 ,1:10.46,3.4,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
5,8,怪獸媽媽(D408),莫雅,高伯新,127,1283,2,3-1/4,3 2 5 ,1:10.58,3.8,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
6,7,摘星之光(D007),梁家俊,蘇偉賢,128,1116,6,3-3/4,10 9 6 ,1:10.65,4.9,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
7,4,勁得裕(D488),希威森,文家良,129,1037,7,4,7 7 7 ,1:10.72,120,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
8,6,隨喜(E085),薛恩,蘇保羅,128,1117,1,4-1/2,8 8 8 ,1:10.78,22,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
9,10,挺秀精神(E027),潘明輝,告東尼,118,1201,11,5,2 3 9 ,1:10.85,23,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
10,9,電子寶貝(E088),霍宏聲,方嘉柏,120,1100,12,8-1/4,5 6 10 ,1:11.36,44,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
11,5,鼓浪陽光(E063),波健士,呂健威,128,1168,8,11-1/2,9 11 11 ,1:11.89,57,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
12,12,威力喜(D074),巴度,霍利時,115,998,5,16-1/4,4 5 12 ,1:12.66,24,第五班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,236
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,8,佳運發(E435),馬昆,大衛希斯,127,1137,6,-,2 2 1 ,0:57.47,3.5,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
2,2,富高八斗(B473),巴度,姚本輝,132,1134,7,1/2,3 4 2 ,0:57.57,5.8,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
3,11,電路七號(D474),潘頓,告東尼,121,1101,4,3/4,1 1 3 ,0:57.58,4.4,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
4,9,飛騰騅(E494),希威森,方嘉柏,125,1033,1,1-1/2,4 3 4 ,0:57.69,8,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
5,12,快一步(D454),何澤堯,蘇保羅,120,1148,8,1-1/2,10 9 5 ,0:57.73,22,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
6,6,二話不說(C134),杜苑欣,葉楚航,129,1127,10,1-3/4,12 11 6 ,0:57.73,18,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
7,7,過河勁卒(C381),麥道朗,蔡約翰,129,1088,11,2-1/4,5 5 7 ,0:57.81,19,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
8,4,電訊火箭(C137),莫雷拉,徐雨石,130,1117,2,2-3/4,6 7 8 ,0:57.91,16,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
9,3,高耀智星(C067),莫雅,苗禮德,131,1142,3,3-1/4,11 12 9 ,0:57.98,12,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
10,1,無限商機(C432),巴米高,文家良,133,1172,12,3-3/4,7 10 10 ,0:58.05,44,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
11,10,超額認購(C361),川田將雅,賀賢,124,1175,5,4-1/2,8 6 11 ,0:58.17,19,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
12,5,萬里飛至(E204),連達文,蘇偉賢,129,1069,9,6-1/2,9 8 12 ,0:58.49,22,第四班,HV,1000米,好地,"草地 - ""B"" 賽道",2021,12,8,237
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,5,怪獸奇兵(E369),杜苑欣,文家良,128,1105,12,-,2 2 2 1 ,1:39.88,20,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
2,10,專一(D191),潘頓,葉楚航,122,1073,3,鼻位,7 7 7 2 ,1:39.88,5.2,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
3,4,博愛之光(E139),莫雅,大衛希斯,128,1030,1,1-1/4,6 6 6 3 ,1:40.09,3.9,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
4,9,焱焱元帥(G053),連達文,蔡約翰,124,1176,10,1-3/4,9 8 8 4 ,1:40.18,5.9,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
5,11,紅磚勇士(C304),莫雷拉,賀賢,120,1078,2,2-3/4,3 3 3 5 ,1:40.33,10,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
6,7,芙蓉莊(B339),希威森,姚本輝,126,1028,8,2-3/4,5 5 4 6 ,1:40.34,29,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
7,3,好運寶寶(D372),何澤堯,告東尼,130,1203,5,3-1/4,4 4 5 7 ,1:40.40,9.1,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
8,2,進力之城(D113),川田將雅,韋達,132,1108,7,4-1/4,8 9 9 8 ,1:40.55,30,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
9,1,白鷺飛翔(A127),麥道朗,苗禮德,133,1191,6,6,10 10 11 9 ,1:40.85,7,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
10,8,大醇威(D150),巴米高,方嘉柏,125,1176,4,6-3/4,1 1 1 10 ,1:40.94,15,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
11,12,湛江最醒(B406),巴度,蘇偉賢,120,1074,9,7,11 11 10 11 ,1:41.00,20,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
12,6,盈嘉輝(C080),馬昆,徐雨石,126,1081,11,7-1/4,12 12 12 12 ,1:41.03,51,第四班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,238
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,6,威力奔騰(G045),潘明輝,賀賢,124,1176,10,-,8 10 1 ,1:09.80,8.8,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
2,2,量化歡騰(D049),麥道朗,韋達,131,1139,7,頸位,4 1 2 ,1:09.86,11,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
3,7,勇眼光(D487),潘頓,大衛希斯,125,1284,12,1/2,11 11 3 ,1:09.89,5.4,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
4,1,駿馬風采(D334),梁家俊,羅富全,133,1213,4,1-1/2,1 2 4 ,1:10.04,23,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
5,8,爪皇箭火(E420),霍宏聲,霍利時,124,1298,9,3-1/2,10 9 5 ,1:10.36,38,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
6,5,帝豪之星(E399),巴度,沈集成,127,1076,8,4,9 8 6 ,1:10.43,4.7,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
7,12,信威王子(D383),巫顯東,徐雨石,113,970,3,4,3 4 7 ,1:10.45,126,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
8,11,蟲草之凰(E107),何澤堯,呂健威,117,1098,2,4-1/4,6 6 8 ,1:10.49,4.7,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
9,4,晨曦飛馬(C351),莫雷拉,方嘉柏,128,1018,11,5-1/4,12 12 9 ,1:10.64,36,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
10,3,開心好友(B466),連達文,姚本輝,129,1169,5,8-1/4,7 7 10 ,1:11.13,16,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
11,10,美麗歡呼(D436),波健士,蔡約翰,120,1197,1,9,2 3 11 ,1:11.23,5.8,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
12,9,軒轅又牽(D181),楊明綸,丁冠豪,121,1127,6,10-3/4,5 5 12 ,1:11.52,16,第四班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,239
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,7,聰明導彈(C037),麥道朗,方嘉柏,121,1103,5,-,10 11 10 1 ,1:39.87,9.4,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
2,1,確妙星(D173),潘頓,容天鵬,133,1153,3,短馬頭位,6 7 6 2 ,1:39.88,7.4,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
3,12,赤馬雄風(E028),莫雷拉,大衛希斯,116,1214,2,3/4,4 5 3 3 ,1:39.99,5.7,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
4,6,冠寶駒(D359),連達文,苗禮德,124,1069,12,1-1/2,11 9 11 4 ,1:40.10,12,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
5,8,變數(E113),何澤堯,丁冠豪,120,1123,4,1-3/4,2 4 4 5 ,1:40.13,7.8,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
6,11,牽旺加富(E127),巴度,韋達,117,1057,8,2,8 2 2 6 ,1:40.18,5.8,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
7 平頭馬,5,百勝名駒(E230),巴米高,呂健威,125,1128,1,3,7 8 7 7 ,1:40.35,5.6,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
7 平頭馬,10,秒秒精彩(D283),希威森,告東尼,118,1085,6,3,1 1 1 7 ,1:40.35,33,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
9,3,喜盈寶(D424),馬昆,蔡約翰,129,1014,11,4,9 10 9 9 ,1:40.51,54,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
10,4,時時順意(D480),杜苑欣,羅富全,128,1104,10,4-3/4,12 12 12 10 ,1:40.64,23,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
11,2,金莊令(D222),莫雅,姚本輝,129,1025,7,5,3 6 8 11 ,1:40.69,30,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
12,9,浪漫組合(D271),川田將雅,沈集成,119,1137,9,6-1/4,5 3 5 12 ,1:40.89,8.8,第三班,HV,1650米,好地,"草地 - ""B"" 賽道",2021,12,8,240
Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo
1,11,張燈結綵(E272),巴米高,蔡約翰,119,1075,10,-,11 11 1 ,1:09.72,13,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,241
2,1,英之星(C058),潘頓,姚本輝,133,1165,1,短馬頭位,6 6 2 ,1:09.73,4.7,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,241
3,6,天祿(C082),莫雅,蘇偉賢,128,1124,3,頸位,8 8 3 ,1:09.78,7.2,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,241
4,10,木火同明(C460),何澤堯,何良,122,1116,6,1-3/4,7 7 4 ,1:10.00,19,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,241
5,2,知道必勝(C383),杜苑欣,沈集成,133,1251,2,3-1/4,5 5 5 ,1:10.22,3.4,第三班,HV,1200米,好地,"草地 - ""B"" 賽道",2021,12,8,241
