Place,Horse_No,Horse_Name,Jockey,Trainer,Actual_Weight,Declare_Horse_Wt,Draw,LBW,RunningPos,Finish_Time,Win_Odds,Class,Loc,Length,Going,Track,Year,Month,Day,RaceNo,Race
6,1,恆駿寶駒(T262),黃皓楠,蘇偉賢,130,1136,7,6,11 11 6 ,1:09.67,125,第四班,ST,1200米,好地,全天候跑道,2021,9,12,21,3
7,10,皇龍帝國(E211),霍宏聲,徐雨石,117,1125,8,6,1 1 7 ,1:09.68,75,第四班,ST,1200米,好地,全天候跑道,2021,9,12,21,3
8,3,勁得手(C030),周俊樂,容天鵬,122,1336,11,9-1/2,10 10 8 ,1:10.25,20,第四班,ST,1200米,好地,全天候跑道,2021,9,12,21,3
9,4,源源動力(D014),潘明輝,羅富全,124,1108,6,10,3 4 9 ,1:10.32,10,第四班,ST,1200米,好地,全天候跑道,2021,9,12,21,3
10,7,紅海福星(D338),梁家俊,文家良,123,1088,10,11-1/2,8 7 10 ,1:10.55,30,第四班,ST,1200米,好地,全天候跑道,2021,9,12,21,3
11,2,友盈友福(D343),賀銘年,鄭俊偉,128,1103,5,15-1/4,7 9 11 ,1:11.18,25,第四班,ST,1200米,好地,全天候跑道,2021,9,12,21,3
1,4,金碧科(B225),薛恩,鄭俊偉,128,1037,12,-,12 11 10 1 ,1:22.20,15,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
2,1,易來豐(E242),史卓豐,丁冠豪,133,1113,11,頸位,11 12 11 2 ,1:22.26,89,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
3,12,路路富貴(C442),馬雅,苗禮德,118,1010,1,3/4,7 5 4 3 ,1:22.34,8.4,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
4,2,天地同心(B030),莫雷拉,徐雨石,133,1108,7,1,5 9 6 4 ,1:22.38,4.6,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
5,14,勇敢動力(D153),田泰安,告東尼,116,1185,3,1-1/4,9 7 7 5 ,1:22.40,7.4,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
6,6,合金之星(D053),潘頓,容天鵬,127,1055,9,1-1/4,10 10 12 6 ,1:22.40,7.5,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
7,8,美滿將來(D115),巴度,文家良,126,1070,5,1-1/2,8 8 8 7 ,1:22.43,9,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
8,7,獵狐章者(B187),何澤堯,呂健威,127,1001,2,4-1/4,6 4 5 8 ,1:22.89,4.6,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
9,13,表表馬(C233),蔡明紹,蘇偉賢,117,1127,13,4-1/4,3 3 2 9 ,1:22.90,35,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
10,5,馬上喝采(D302),彭國年,葉楚航,128,1055,10,4-3/4,13 13 13 10 ,1:22.96,187,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
11,10,堅有料(C011),霍宏聲,方嘉柏,123,1275,14,8-3/4,1 1 1 11 ,1:23.61,13,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
12,9,手牽手(E050),周俊樂,韋達,119,1113,6,13-1/4,4 6 9 12 ,1:24.33,21,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
13,11,獎金王者(E103),梁家俊,葉楚航,122,1108,8,18-3/4,2 2 3 13 ,1:25.22,51,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
PU,3,深愛(A088),黃皓楠,葉楚航,129,1079,4,---,14 ,---,30,第五班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,22,4
1,1,皇帝金(E077),潘頓,大衛希斯,133,1053,2,-,4 4 4 1 ,1:21.76,3.2,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
2,9,星夢帝國(C407),梁家俊,葉楚航,117,1111,4,短馬頭位,1 1 1 2 ,1:21.77,5.7,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
3,5,變數(E113),楊明綸,丁冠豪,131,1097,5,1-1/4,3 3 3 3 ,1:21.95,5.1,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
4,3,是必飛飛(D121),薛恩,容天鵬,132,1306,7,3-1/2,2 2 2 4 ,1:22.31,9.8,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
5,6,博愛友威(C152),蔡明紹,沈集成,128,1097,6,3-3/4,8 7 7 5 ,1:22.35,20,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
6,7,天空之城(E370),何澤堯,呂健威,122,1033,1,4,6 5 6 6 ,1:22.39,13,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
7,12,摘星之光(D007),巴度,蘇偉賢,114,1085,10,4-1/2,10 11 12 7 ,1:22.49,13,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
8,4,香音(C265),田泰安,羅富全,132,1056,9,4-3/4,9 9 10 8 ,1:22.51,9.2,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
9,8,蓮花剛玉(E026),潘明輝,賀賢,117,1052,8,5-1/4,11 10 8 9 ,1:22.59,88,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
10,10,生生勝勝(C110),班德禮,姚本輝,116,998,12,5-1/2,12 12 11 10 ,1:22.66,31,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
11,2,鐘意寶(D388),莫雷拉,方嘉柏,132,1313,11,6-3/4,5 6 5 11 ,1:22.83,16,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
12,11,好友利(C223),霍宏聲,徐雨石,117,1004,3,7-1/4,7 8 9 12 ,1:22.91,41,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,23,5
1,3,獎金大王(B433),陳嘉熙,葉楚航,124,1159,4,-,1 1 1 ,1:08.27,39,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
2,11,無限商機(C432),巴度,文家良,121,1190,5,2-1/4,2 2 2 ,1:08.64,23,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
3,7,公証福將(A148),彭國年,鄭俊偉,125,1184,7,3-1/2,10 10 3 ,1:08.83,12,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
4,6,協進神駒(D263),周俊樂,韋達,122,1076,3,4-1/4,8 6 4 ,1:08.94,4.8,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
5,2,錶之銳(C193),黃皓楠,呂健威,129,1179,6,4-1/4,9 8 5 ,1:08.95,59,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
6,8,箭意(D106),潘頓,蘇保羅,125,1172,2,4-3/4,5 3 6 ,1:09.01,6.5,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
7,12,夢幻人生(C166),黎海榮,文家良,118,1146,1,5,3 4 7 ,1:09.05,11,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
8,9,逆市奇爸(E321),梁家俊,容天鵬,124,1275,9,5,7 7 8 ,1:09.06,14,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
9,4,超音鼠(E046),莫雷拉,羅富全,131,1002,8,6,4 5 9 ,1:09.21,4.3,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
10,5,激賞(A377),田泰安,徐雨石,130,1011,12,6-3/4,6 9 10 ,1:09.34,10,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
11,1,無心睡眠(D082),薛恩,大衛希斯,133,1064,11,7-1/2,12 11 11 ,1:09.47,12,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
12,10,金津一號(D306),史卓豐,丁冠豪,123,1055,10,8,11 12 12 ,1:09.53,9,第三班,ST,1200米,好地,全天候跑道,2021,9,12,24,6
1,7,鋒芒快露(C417),陳嘉熙,方嘉柏,121,1141,8,-,5 5 5 1 ,1:21.77,9.7,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
2,8,正本開心(C227),田泰安,羅富全,127,1124,9,3/4,10 11 12 2 ,1:21.90,12,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
3,1,三圓䮭路(C149),潘頓,蘇保羅,133,1112,4,1,6 6 6 3 ,1:21.93,13,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
4,3,佳運來(T380),楊明綸,徐雨石,132,1030,3,1-3/4,8 10 7 4 ,1:22.06,26,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
5,6,果然友(C313),莫雷拉,方嘉柏,129,1138,6,2-1/2,4 4 2 5 ,1:22.16,6.8,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
6,2,獨角寶寶(C203),周俊樂,高伯新,128,1120,1,2-1/2,1 1 1 6 ,1:22.18,7.7,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
7,5,威闖(D168),薛恩,大衛希斯,129,1063,2,3,11 9 10 7 ,1:22.24,4.4,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
8,11,合夥贛勁(D051),何澤堯,蘇偉賢,119,1185,11,3,12 14 13 8 ,1:22.24,7.2,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
9,10,縱橫十六(E244),梁家俊,呂健威,119,1236,7,3-1/4,7 7 8 9 ,1:22.30,14,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
10,14,阿李蝦蝦(D508),黃皓楠,丁冠豪,113,1034,5,3-3/4,2 3 4 10 ,1:22.37,51,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
11,13,閃耀中華(D486),蔡明紹,容天鵬,116,1054,13,4,14 12 11 11 ,1:22.40,8,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
12,9,電訊犇豹(D405),班德禮,葉楚航,120,1146,10,5-3/4,9 8 9 12 ,1:22.69,90,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
13,4,龍寶寶(E098),史卓豐,蔡約翰,131,1048,12,7-3/4,13 13 14 13 ,1:23.02,24,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
14,12,插班生(E032),黎海榮,何良,117,1170,14,13,3 2 3 14 ,1:23.85,252,第四班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,25,7
1,9,好運寶馬(E157),史卓豐,丁冠豪,121,1074,1,-,4 3 1 ,1:08.39,2.9,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
2,2,樂滿貫(D476),田泰安,告東尼,133,1106,8,1-3/4,11 12 2 ,1:08.66,2.8,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
3,3,同樂日(B087),潘頓,沈集成,133,1085,12,2,8 8 3 ,1:08.70,16,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
4,12,喜傲龍(E352),霍宏聲,方嘉柏,119,1162,10,2-1/4,10 9 4 ,1:08.75,20,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
5,8,正本歡心(D366),巴度,容天鵬,124,1155,2,4-1/4,1 1 5 ,1:09.06,12,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
6,10,電源之駒(E301),莫雷拉,蔡約翰,121,1065,14,4-1/4,13 10 6 ,1:09.08,40,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
7,13,二話不說(C134),蔡明紹,葉楚航,118,1120,7,5-1/4,5 5 7 ,1:09.21,16,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
8,14,超好日子(D473),班德禮,呂健威,117,1149,13,6,14 14 8 ,1:09.36,48,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
9,1,發財寶(B220),周俊樂,韋達,128,1065,11,6,2 2 9 ,1:09.36,15,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
10,6,赤狐(D326),何澤堯,羅富全,127,1256,5,6-3/4,6 7 10 ,1:09.45,15,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
11,11,天行健(E414),梁家俊,文家良,120,1015,9,7,12 13 11 ,1:09.50,30,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
12,7,步步繼(E202),薛恩,大衛希斯,126,1172,3,8-1/2,7 6 12 ,1:09.75,23,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
13,4,股票傳奇(D039),馬雅,呂健威,133,1094,6,8-3/4,9 11 13 ,1:09.79,61,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
14,5,前風(E281),黃皓楠,徐雨石,125,1031,4,10,3 4 14 ,1:09.97,171,第三班,ST,1200米,好地至快地,草地 - B 賽道,2021,9,12,26,8
1,2,聚才(D108),薛恩,大衛希斯,129,1227,5,-,8 8 1 ,0:55.70,8.8,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
2,4,跳出世界(C333),莫雷拉,蔡約翰,126,1229,11,頸位,7 5 2 ,0:55.75,14,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
3,10,知道再勝(E178),田泰安,沈集成,119,1320,2,3/4,5 4 3 ,0:55.83,2.3,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
4,11,南區寶(D149),波健士,羅富全,118,1108,1,3/4,1 3 4 ,0:55.85,90,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
5,7,必長勝(E240),巴度,文家良,120,1260,7,1-1/4,3 2 5 ,0:55.90,3.9,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
6,5,小太陽(D035),潘頓,沈集成,124,1081,10,1-3/4,2 1 6 ,0:55.96,11,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
7,9,利害了(C367),周俊樂,韋達,116,1128,8,2-1/2,6 7 7 ,0:56.08,26,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
8,3,傳盛(B416),何澤堯,呂健威,127,1236,6,3,4 6 8 ,0:56.16,11,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
9,1,平海掌星(D123),賀銘年,蔡約翰,131,1286,9,5-1/4,11 11 9 ,0:56.54,32,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
10,6,大金庫(C146),史卓豐,高伯新,123,1099,4,5-3/4,9 9 10 ,0:56.63,12,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
11,8,醒臣(D394),班德禮,姚本輝,119,1100,3,6-3/4,10 10 11 ,0:56.76,101,第二班,ST,1000米,好地至快地,草地 - B 賽道,2021,9,12,27,9
1,5,糖糖幸運(D206),潘頓,丁冠豪,128,1184,5,-,4 5 5 1 ,1:21.26,4.3,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
2,7,幸福至上(E302),班德禮,沈集成,127,1019,4,1-1/2,3 4 4 2 ,1:21.49,22,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
3,4,紅旺(C341),莫雷拉,葉楚航,129,1187,6,1-1/2,2 1 1 3 ,1:21.50,7.8,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
4,3,中華盛景(E379),何澤堯,告東尼,130,1044,3,1-1/2,7 7 6 4 ,1:21.51,2.5,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
5,2,美麗多多(D116),薛恩,蔡約翰,130,1093,9,2-3/4,12 11 7 5 ,1:21.68,31,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
6,10,魅影揚飛(A354),田泰安,姚本輝,122,1207,14,2-3/4,10 9 10 6 ,1:21.69,18,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
7,13,長長友(B472),彭國年,容天鵬,119,1206,13,3,11 12 13 7 ,1:21.73,77,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
8,9,聰明導彈(C037),霍宏聲,方嘉柏,125,1084,10,3-1/2,13 14 12 8 ,1:21.83,14,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
9,1,健康在望(C172),巫顯東,苗禮德,129,1039,12,4-1/4,14 13 14 9 ,1:21.94,41,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
10,11,再大大(D084),賀銘年,鄭俊偉,121,1116,11,4-3/4,5 3 3 10 ,1:22.02,17,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
11,12,高友之星(D384),梁家俊,羅富全,120,1200,7,6-1/4,1 2 2 11 ,1:22.26,130,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
12,6,勁力十足(D362),周俊樂,韋達,123,1213,1,6-1/2,9 10 11 12 ,1:22.32,6.6,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
13,8,雙天至尊(C293),黃皓楠,呂健威,123,1174,2,9-1/4,6 8 8 13 ,1:22.75,209,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
14,14,三劍俠(E303),黎海榮,徐雨石,118,1001,8,14,8 6 9 14 ,1:23.50,393,第三班,ST,1400米,好地至快地,草地 - B 賽道,2021,9,12,28,10
1,1,電玩時代(D269),周俊樂,韋達,128,1117,1,-,5 5 5 1 ,1:38.32,3.3,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
2,5,玩具達人(D203),班德禮,姚本輝,125,1028,5,2-3/4,2 1 1 2 ,1:38.76,25,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
3,8,旅英福星(C368),潘明輝,何良,113,1020,3,2-3/4,6 8 9 3 ,1:38.76,15,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
4,9,彪形遨漢(E037),巴度,蘇偉賢,115,1178,7,3,9 6 4 4 ,1:38.79,18,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
5,3,愛馬劍(B013),田泰安,告東尼,128,1042,2,3-3/4,4 4 6 5 ,1:38.93,9.3,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
6,2,嘉才(D196),何澤堯,呂健威,133,1180,9,4,3 2 3 6 ,1:38.96,9.1,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
7,6,喜氣綿綿(C236),莫雷拉,蘇保羅,124,1104,4,5-1/2,8 9 7 7 ,1:39.18,2.2,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
8,7,金期莊家(D342),巫顯東,鄭俊偉,118,1039,8,6,1 3 2 8 ,1:39.30,67,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
9,4,影疾(C466),梁家俊,葉楚航,126,1139,6,6-1/4,7 7 8 9 ,1:39.32,15,第四班,ST,1650米,好地,全天候跑道,2021,9,19,37,1
1,1,蟲草成名(E363),周俊樂,高伯新,128,1098,10,-,11 8 1 ,0:56.29,8.7,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
2,9,有主意(E344),田泰安,羅富全,123,1068,4,1-1/4,12 7 2 ,0:56.46,17,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
3,4,龍東傳承(E158),馬雅,丁冠豪,125,1215,6,1-3/4,1 1 3 ,0:56.55,112,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
4,12,吉利大勝(D122),蔡明紹,高伯新,116,1163,5,1-3/4,2 2 4 ,0:56.56,30,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
5,2,八卦(C102),巴度,賀賢,129,1134,3,1-3/4,7 4 5 ,0:56.59,16,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
6,7,獵狐者威(E296),何澤堯,呂健威,124,1048,12,3-1/2,10 13 6 ,0:56.86,101,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
7,5,馬力佳(E417),潘頓,大衛希斯,125,1093,7,3-3/4,4 5 7 ,0:56.90,3.8,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
8,6,爪皇箭火(E420),霍宏聲,霍利時,125,1290,8,4,5 11 8 ,0:56.94,54,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
9,8,電路七號(D474),潘明輝,告東尼,121,1098,9,5,3 3 9 ,0:57.10,8.6,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
10,11,連利福將(B475),莫雷拉,葉楚航,121,1153,13,5-1/2,6 6 10 ,0:57.18,2.2,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
11,13,馬友皇(E152),黃俊,蘇保羅,109,1015,2,5-1/2,13 12 11 ,0:57.19,152,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
12,10,育成精彩(E359),賀銘年,葉楚航,121,1130,11,7-3/4,8 9 12 ,0:57.53,15,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
13,3,鼓浪精綵(E429),梁家俊,文家良,125,1097,1,13,9 10 13 ,0:58.36,78,第四班,ST,1000米,好地,草地 - C 賽道,2021,9,19,38,2
1,11,無極戰士(D073),班德禮,姚本輝,119,1188,5,-,5 5 3 1 ,1:38.30,5.4,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
2,2,榮冠大道(V378),田泰安,葉楚航,131,1175,8,2-1/4,7 6 6 2 ,1:38.68,9.2,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
3,12,幸運勝駒(C514),楊明綸,丁冠豪,118,1179,11,2-3/4,1 1 1 3 ,1:38.74,14,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
4,4,驃騎飛(C456),巴度,蘇偉賢,128,1117,2,3,9 10 10 4 ,1:38.79,8.6,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
5,1,雷霆戰駒(D124),潘頓,蘇保羅,132,1126,4,5-3/4,8 8 7 5 ,1:39.21,2.1,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
6,3,好友無敵(A217),蔡明紹,文家良,128,1090,6,7-1/4,10 9 11 6 ,1:39.46,34,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
7,6,幸運拼圖(D112),莫雷拉,徐雨石,127,979,9,8,4 3 5 7 ,1:39.57,19,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
8,9,紅海之星(D317),梁家俊,文家良,125,1046,3,8-1/2,2 4 4 8 ,1:39.68,10,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
9,5,勁叻仔(D513),賀銘年,鄭俊偉,127,1052,10,11,11 11 9 9 ,1:40.06,88,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
10,8,劍聶風(A201),陳嘉熙,鄭俊偉,118,1068,1,12-1/4,6 7 8 10 ,1:40.26,15,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
11,7,齊齊出擊(E186),彭國年,鄭俊偉,127,1048,7,13-1/4,3 2 2 11 ,1:40.43,94,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
WV,10,超誠寶寶(D318),黎海榮,何良,123,---,---,---,---,---,---,第五班,ST,1650米,好地,全天候跑道,2021,9,19,39,3
1,12,快樂歡騰(B272),蔡明紹,葉楚航,113,1172,10,-,8 4 1 ,1:08.81,11,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
2,4,場長勝(E384),巴度,蘇偉賢,125,1138,5,鼻位,9 9 2 ,1:08.81,4.6,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
3,9,瑪神好運(E024),馬雅,大衛希斯,118,1057,1,3/4,5 3 3 ,1:08.94,3.7,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
4,2,八騎士(E163),田泰安,沈集成,125,1063,9,2-1/2,11 10 4 ,1:09.22,9.9,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
5,1,合約精神(E004),潘頓,羅富全,133,1194,4,3-1/4,6 5 5 ,1:09.32,5.1,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
6,11,明月千山(C403),黎海榮,徐雨石,115,1143,2,5,4 1 6 ,1:09.61,8.1,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
7,5,天天得樂(E294),梁家俊,何良,122,1056,3,6,7 6 7 ,1:09.77,43,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
8,6,安田之寶(E288),史卓豐,丁冠豪,121,1059,11,6-1/4,10 8 8 ,1:09.83,22,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
9,3,日日靚(D070),陳嘉熙,方嘉柏,118,1144,6,10,12 12 9 ,1:10.41,84,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
10,7,當家信心(E153),莫雷拉,蔡約翰,120,1126,7,10-1/4,3 2 10 ,1:10.43,8.5,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
11,8,有鴻利(E184),班德禮,姚本輝,119,1238,8,14-3/4,2 7 11 ,1:11.16,42,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
12,10,甜心寶駒(E070),波健士,文家良,116,1122,12,28-1/2,1 11 12 ,1:13.36,175,第四班,ST,1200米,好地,草地 - C 賽道,2021,9,19,40,4
1,4,博愛友威(C152),潘頓,沈集成,127,1105,2,-,7 6 6 1 ,1:34.04,4.1,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
2,2,是必飛飛(D121),周俊樂,容天鵬,127,1308,11,3/4,1 1 1 2 ,1:34.16,10,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
3,1,天天精彩(C414),莫雷拉,告東尼,133,1130,9,1-1/2,3 3 3 3 ,1:34.30,8.1,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
4,6,機械戰士(C532),田泰安,姚本輝,126,1111,3,1-1/2,8 8 7 4 ,1:34.30,6,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
5,9,合夥年代(C534),波健士,蘇偉賢,122,1103,7,1-3/4,10 9 8 5 ,1:34.31,16,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
6,11,度身訂做(C522),梁家俊,方嘉柏,116,1072,1,2-3/4,5 5 5 6 ,1:34.49,8.6,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
7,7,精彩有你(C394),何澤堯,姚本輝,125,1076,4,3-3/4,4 4 4 7 ,1:34.64,15,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
8,5,逍遙駒(E065),蔡明紹,羅富全,126,1097,10,4,2 2 2 8 ,1:34.69,6,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
9,8,皇龍司令(C208),巫顯東,徐雨石,121,1075,5,7-3/4,11 11 11 9 ,1:35.27,12,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
10,3,超班福星(C183),史卓豐,丁冠豪,130,1087,8,8,9 10 10 10 ,1:35.32,17,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
11,10,寶得住(C125),賀銘年,葉楚航,117,1043,6,10-1/4,6 7 9 11 ,1:35.68,29,第四班,ST,1600米,好地,草地 - C 賽道,2021,9,19,41,5
